,text,target
529,am officially banning godaddy com from my comp my head hurts from the small print and wasted that could ve happily gone to boba,0.0
530,pretty much just scary for me,0.0
531,mines too finding it well hard to get fit,0.0
532,good morning ready go but want go back bed,0.0
533,hates waiting for mails,0.0
534,wheat bread from the dollar store just does not toast nicely going over my taxes and calling it an early night,0.0
535,why kutner mean knew something was going to happen to someone but it was so sad house and it was well done but still sad,0.0
536,aw ok goonite,0.0
537,ill so cant go to the cinema,0.0
538,fell asleep really did not mean too christina,0.0
539,hey you remember that time we used to be friends ugh vomit sick need sleep,0.0
540,my lymph nodes are as massive as rahm emanuel balls right now,0.0
541,oh no my computer sucks do not think ll be able to listen to the xbox fancast tonite,0.0
542,is missing playing my trumpet,0.0
543,my throat is still really sore was meant to be going on day camp from friday but not so sure now,0.0
544,know exactly how you feel,0.0
545,at work,0.0
546,well bed time now am sighs back to am mornings for week on wednesday,0.0
547,jesus camp yeah,0.0
548,oh no with everything that happened today forgot we were going dress shopping for the opera tomorrow,0.0
549,turtles are better than my mac lasts longer and moves faster,0.0
550,am soaked this is not pleasant,0.0
551,sorry to hear about maggie thoughts to your mum,0.0
552,you may have to email this one to me hope you feel better,0.0
553,dead yu gettin on wen im leavin,0.0
554,please tell me that somewhere close to california lol,0.0
555,where are you,0.0
556,stupid arranged marriages ll convert so you can marry me love you,0.0
557,well he said that he is looser and that is what the show implies,0.0
558,poor sandra cantu the cantu family my prayers go out to them what sick world we live in she was only,0.0
559,fuck omg austins always there though man love you,0.0
560,cried so hard when matthew died,0.0
561,sad that the feet of my macbook just fell off sad that the feet of my macbook just fell off,0.0
562,why am the last to find out about these things like that you re on the twitter too,0.0
563,absolutely not,0.0
564,filled with curry the true indian in me is coming out,0.0
565,im soooo cold right now,0.0
566,lol kant believe cam got beat upp sooo embarasssiiiin,0.0
567,good knight hun looking forward to ur tweets again hate that keep missing out on the fun cuz of the time difference,0.0
568,tumblr this is exactly how it feels wearing tie,0.0
569,hahaa just realized impune definitely isnt the word wanted dang so unclever,0.0
570,watching old videos of dance team and such makes me miss it,0.0
571,wahh no csi anywhere dvr ed love money though gonna watch it then sleep goodnight tweeters,0.0
572,struggling hard with inventory,0.0
573,do you hate us please do not,0.0
574,haha im not that ballin still got bills to paaaaay,0.0
575,in one of those days when really just want to work from home crap,0.0
576,wait is it game or just episodes so confused,0.0
577,haha cried guess he did,0.0
578,do not get statistics its all bunch of mumbo jumbo for me,0.0
579,got it sadly only works for uk us at the moment,0.0
580,evicted,0.0
581,does not enjoy learning css,0.0
582,brian do not make me fuck up lol replied ur message did get my miss,0.0
583,dvr it and went to watch it apparently the dish network went down so missed it will have to catch rerun,0.0
584,lmao may have to wait for another season to come thru its summe boo hot nd dry ass weather,0.0
585,can not set my feet on the ground the missing eyelid people might get me,0.0
586,my english professor would be ashamed,0.0
587,wish the frogs were not becoming extinct,0.0
588,came home from cross county tired as,0.0
589,do not want to walk home in this snow who wants to pick me up,0.0
590,lauren is being stubborn she loves you you love her feel so bad for you though it made me cry lol,0.0
591,is grouchy and wants bmar,0.0
592,my heart is broken every morning dropping foo at pre school now understand when moms say he has my heart broken,0.0
593,not feeling well and back hurts,0.0
594,im in the mood for some chocolate want miniature reeses cups now,0.0
595,can not take this heat it like an oven in here feel sick nwo,0.0
596,come to the chat just minutes please,0.0
597,boredd colddd internet keeps stuffing up,0.0
598,had horrible nightmare last night which affected my sleep now really tired,0.0
599,im lonely keep me company female new york,0.0
600,lost and it was st ignacius prepatory school haha,0.0
601,yeah it was really depressing stuff like that gets to me,0.0
602,no problem tongue in cheek remark lots of acronyms but no nz,0.0
603,hey you said matt was gonna go all ballistic was disappointed good ep tho mostly,0.0
604,ugh horrible ending to the sandra kantu story prayers go out,0.0
605,hate allergic want puppy soo bad that ve already thought some cool names,0.0
606,morning folks am yawn up away to see to horses hope twitter is better behaved today last night was travesty,0.0
607,miss mine too,0.0
608,sorry to hear about your loss there have been many this year so far,0.0
609,gossip girl was repeat,0.0
610,reckon,0.0
611,finding it really hard to use twitter,0.0
612,ve been stuck in this house for two days,0.0
613,is really sad and does not really know,0.0
614,no,0.0
615,maybe one of these years ll get tax return girl can dream right,0.0
616,back at work tired as hell and feel cold coming,0.0
617,april th is not coming soon enough,0.0
618,cream for his eye and he may have herpes not ocular herpes but different strain he doing okay though,0.0
619,gotta repeat whole art folio cuz old one with whole terms work got wet,0.0
620,ready for the weekend already it only monday,0.0
621,umm nope think im an insomniac plus got the flu lll be sleepin like phuckin fish outta water any minute now,0.0
622,has finland sleeping for the night not really enough time,0.0
623,can not wait to try em but prolly have to wait until next weekend at the earliest,0.0
624,shiner is taking up all my bed and blankets,0.0
625,april th is not coming soon enough,0.0
626,wants to cry,0.0
627,need to go to the bank tomorrow before go broke,0.0
628,this earthquake in italy has me sadden it only three hours away from naples where my family is,0.0
629,should be sleeping have stressed out week coming to me,0.0
630,yea am working tp hack my server to do the player thing for folks,0.0
631,has hurt her ankle and is going to the dr,0.0
632,oh noes how did you manage to send something to the trash can and empty it without noticing feel for ya,0.0
633,lost my free copy of radioactive so can not put it on my ipod grr and can not go out buy nother coz it came with that paper,0.0
634,doing make up shit,0.0
635,photoshop hate it when you crash,0.0
636,vacations makes me feel sick,0.0
637,you should not have gone,0.0
638,listening to murd and th wonder just chillen out missing my crazy sex life,0.0
639,shooting be careful luisa,0.0
640,sure everyone has ruined my gift to you whitney has my serious cell we doing easter as well,0.0
641,is at beso in hollywood so tired,0.0
642,do not want to wake up early tomorrow damn you work,0.0
643,just finished watching the movie prayers for bobby broke my heart,0.0
644,is myki really horrible,0.0
645,had put my dog down today too someone ran her over,0.0
646,sorry to hear about your dnf run tonight always risk to get bad coords on an ftf,0.0
647,did get some disgruntled people when wrote my esn but the hits in one day made up for it bill pulls in tops,0.0
648,ohh omg lmao crying right now lol kutnerrrr was the best,0.0
649,came back from running and took shower why does my lower stomach still hurt after exercising,0.0
650,watching fallon with mom and working on project school is hard,0.0
651,min till home time and counting have craving to visit the mac store but they will have closed by the time get there,0.0
652,am so sorry to hear that take care,0.0
653,hmmm greed is good when it motivates the individual to do better not so much when it takes away from others,0.0
654,brat you have to rub it in do not you want mocha,0.0
655,kutnerrrr why why and to think that is still on the show ugh kutner kal penn you ve been the bright star in ho,0.0
656,my mom has it wish you the best of luck,0.0
657,so hate homeworks my head hurts so bad,0.0
658,got the ebay blues item want jumped from no bidders to over in an hour still has hours to go better not get my hopes up,0.0
659,know was little depressed that we ate so much last night there were no leftovers today,0.0
660,well the pc in my living room suffered fatal partion lost all my itunes library is gone and some docs with pics,0.0
661,sad day manu out for the season,0.0
662,you poor spunky its so sad my rotti made it to and had to go down the same path know how you feel,0.0
663,im sooo sad right now need hug,0.0
664,wants her step brother home im so worried you dont even know hope he knows how much care for him,0.0
665,just got done watching the hills loved it excited for the next episode and im sad this is the last season,0.0
666,aww that stinks hugs,0.0
667,tired feel like crap and the world feels all crummy make me happy usb disco mouse,0.0
668,dont want to believe what im reading buu so sad,0.0
669,wondering why gamebattles is down,0.0
670,white trash vs us we were outnumbered,0.0
671,so true have it and do not use it,0.0
672,spring break is here at last but no one is here to celebrate,0.0
673,morning bah car will not start waiting for the anwb,0.0
674,which is pretty anti memorial tattoos but for all but the strictest there no official ban just disapproving family,0.0
675,balamurugan longterm member of the team is leaving this month we ll miss working with him hope he does well in his next venture,0.0
676,its sad knowing how they found her body what crazy world we live in no child deserves that ya know,0.0
677,wanna rock maxi dress coachella but lacking funding,0.0
678,of course the baby is screaming in the crib the night before my first day back at work so let him cry it out boooo,0.0
679,am home missing my baby busy week ahead fri is chill day with my guy and kids egg hunt sat spiral and dmb sat night and easter,0.0
680,never found her everytime click on her twitter thing through your myspace it goes to some dude page,0.0
681,that horrible sorryto hear that,0.0
682,cant find it it says dtmafiaofficial doesnt exist there jus dtmafia found dun seem to followin it wht to do,0.0
683,thought you would support me on this,0.0
684,augh eff sarth stole some of mil nail polish its pretty,0.0
685,wishes was on the spring fling tour with dawn neecee sigh knight,0.0
686,the hoyts distribution nz website is not working for me great and it has to be like this when need it most,0.0
687,do not like that they only had him in the first movie cillian murphy is hot,0.0
688,wishes for good old cartoons to come back ie captain planet where wally daria sadness,0.0
689,not feeling good abt myself,0.0
690,just got text from sarah,0.0
691,another day at centre point this time an early start so guessing train will be rammed with commuters,0.0
692,four games this fall modern warfare halo odst brutal legend and bioshock need more cash,0.0
693,ugh that disconcerting,0.0
694,actually the whole site has finally been taken over by those damn russians,0.0
695,my tweets arent going through,0.0
696,just finished delicious breakfast my last in paris ll miss milk europe has the tastiest milk in the world do not drink it in us,0.0
697,ilearn is down and out great considering finals are this week,0.0
698,stressed outttt,0.0
699,also shouldve bern asleep an hour ago,0.0
700,trying to figure out this twitter thing none of my friends are on yet soo much to see,0.0
701,re pinging custom icons made look cool but the edges could be less square might look bad on diff background,0.0
702,want to be back in la,0.0
703,dunno how to use the forum and get frustrated with it ll miss talking to you on here,0.0
704,not an option,0.0
705,unfortunately one of those moments was not giant squid monster,0.0
706,want one too is the branch in midv open too,0.0
707,aw sorry to hear that,0.0
708,change of plans we ordered macs instead time to hit the books,0.0
709,yup,0.0
710,did you see donnie tweet stats almost replies and no jrk,0.0
711,nah have not received my stimulus yet,0.0
712,just seen ur tweet plz write bak if get this havnt got one reply bak,0.0
713,and you were trying to go to sleep hours ago,0.0
714,so sorry to hear that it always sad when we lose those close to us as we loved them,0.0
715,cant sleep but im still feelin like piece of shit,0.0
716,oh my sympathies it hard decision always hope my old border collie will go in her sleep she too hug,0.0
717,well there was this really cool part where wont spoil it,0.0
718,doing the time warp without you and am sad,0.0
719,this is true lol but it still slap in the face after such warm end of march,0.0
720,hate converting movies just to put em on my itouch,0.0
721,gross have pimple,0.0
722,yea ma naaaaaaaaaaaaaaaaaaaam marwan accent lol,0.0
723,one less follower tonight,0.0
724,so did your mom last night brb while figure out whether just burned you or myself the most,0.0
725,feel like am the only twitterer not on tweetdeck,0.0
726,he has karate tournament in weeks,0.0
727,going to sleep can not be up until am again and no did not finish my statistics homework,0.0
728,north carolina baby aint nothin stopping them but the nba draft,0.0
729,can not sleep again,0.0
730,reaaly miss john mayer twitters fuck rude people remove him if you do not like his tweets bitchfucks,0.0
731,is going to have late one at mqu today,0.0
732,im so tired of work need life,0.0
733,just leavin work my feet hurt,0.0
734,that was so sad and unexpected totally cried haha,0.0
735,superneej morning bah car will not start waiting for the anwb,0.0
736,still doing my homework,0.0
737,little sad,0.0
738,my mom dad both get up around too early for me,0.0
739,should ve been asleep two hours ago,0.0
740,so sorry to hear about your dog,0.0
741,funny how the little things make me homesick criminals breakn brownstone on lawnord ci made me misty,0.0
742,yeah great vid had the single but sold it few years ago,0.0
743,im on val mac in iitsc clubroom still sweating,0.0
744,sad so sorry,0.0
745,updatingffe that gives me nothing to do for good twenty minutes,0.0
746,hot compress not rily workng for pulled muscle gng to bed good night,0.0
747,have an invite for healthy dining session at ashok hotel today with exec chef chopra but damn workload will have to skip it,0.0
748,so sorry to hear about your dog wishing you happier days to come,0.0
749,miss em too,0.0
750,cool have no tweet apps for my razr,0.0
751,off too bed gotta wake up hella early tomorrow morning,0.0
752,still procrastinating hate organizing my clothes there just so much,0.0
753,just been playing with the new mobbler and it adds some great new features but will not play music on my like did,0.0
754,oh but there one bestie missing,0.0
755,time to come back to flawda for double dates no seriously sorry to hear that,0.0
756,up way to late to be working for client am fb,0.0
757,blegghhhh have to go to work,0.0
758,back at work john muir dr,0.0
759,emailed you yesterday and never responded,0.0
760,it going to be long year for fans,0.0
761,just got done watching the new house episode definitely one of the saddest episodes ever,0.0
762,man taxes suck horrified that did something wrong on them turbotax decided to keep around lot of the stuff turned off,0.0
763,sleep time tomorrow is gonna suck,0.0
764,wtf not kutner oh so pissed house mean really wtf,0.0
765,know dont know why said that,0.0
766,cash rules everything around me,0.0
767,just picked up some oats from the market to eat for breakfast with my boy now time to do work at usc late night,0.0
768,feel sick too much icecream,0.0
769,this computer does not have shockwave blah no account yet,0.0
770,could go but its in sydney,0.0
771,hahaha suriously feel like everyone knows this show is joke except lc,0.0
772,just can not spell today totally suck,0.0
773,are you vaccinated against chicken pox should vaccinate my yr old am so confused about this damn thing,0.0
774,school at least last day,0.0
775,ya gotta get up early tomorrow who ready for the weekend,0.0
776,miss being at home for calving season sad that black one died this morning wish had some bottle calves,0.0
777,so sorry for your loss my brother dog sam is sick cushings disease,0.0
778,back to work get to spend the next hours alone in the dispatch room,0.0
779,there new kind of starburst favereds sounds fab bc cherry and strawberry are my fav red but they added watermellon and its yucky,0.0
780,well so much for being productive on my days off from angels,0.0
781,oh gee insomnia sucks have you tried melatonin,0.0
782,good to hear that we have support in netbeans but then its netbeans you know,0.0
783,wish we would get it the same time at the rest of world unfornately am in cairo and have to wait for mtva to play it,0.0
784,heartbroken over little sandra prayers are with the family,0.0
785,at words it all can do ll finish tomorrow maybe,0.0
786,how come ur background covers the screen but mine is in the corner,0.0
787,wrote exactly three lines of dialogue tonight then gave up,0.0
788,my only complaint about facebook is they ve changed it so much it confusing,0.0
789,sliced my finger,0.0
790,going thru town and traffic on bypass is stink,0.0
791,ugh can not sleep wish had good cuddle to make me ass out,0.0
792,hate when software update downloads updates without telling me never know what downloading when it is,0.0
793,went to ihop again great for diet at least there were no kung foo pancakes this time rachel,0.0
794,the internet is hating me night pose,0.0
795,so jealous missed all of opening day this year,0.0
796,it so cruel having to wait for reviews to come in so far it looks like star trek will be the best film of the year,0.0
797,debating if should just shower now so can sleep little later tomorrow,0.0
798,my stress always culminates with physical pain,0.0
799,need to sleep but cant,0.0
800,my little pinky finger hurts so much,0.0
801,sorry your gift card ran out that suck,0.0
802,home for spring break no one is home tho,0.0
803,accessed oneindia mobi from google phone android it does not support indic languages,0.0
804,why does school take over your life so much you do not get sleep anymore am still doing school work and have more to do as well,0.0
805,aw wish could can not really speak to my yia yia because she does not speak english,0.0
806,no free comp lol,0.0
807,getting ready to clean the house from top to bottom,0.0
808,crying my friend is moving away tomorrow,0.0
809,stop nomnoms you did not share night peoples,0.0
810,thinks she is getting cold that she caught from daddy oh no my trip would be ruined,0.0
811,yeah is it bcoz kal penn is visiting lecturer somewhere cant be on the show anymore im gonna miss him,0.0
812,so the procrastination starts early in the quarter do not want to reaaaaad and write paper,0.0
813,what apparently it degress at pm in washington state miss winter already,0.0
814,being bored at homee,0.0
815,massage was great just spilled coke all over my desk lame watching the simpsons as ve finished all my hills dvds,0.0
816,will wait for you at fanclub chat even tough you re not my favorite,0.0
817,has mild left inner ear infection and its got this irritating blocked feeling since sunday,0.0
818,hey there nope my cuteness is away for awhile,0.0
819,it only tuesday,0.0
820,haha not even yo just did not know how to do that to you on twitter haha,0.0
821,someones alarm clock or phone woke me up at am still got my headache from yesterday night,0.0
822,puppy is she ok,0.0
823,might break down and eat some buffalo wings tomorrow,0.0
824,sittin here kayla really really reallly dis like having brother he does not know when to stop waiting for the day when one of,0.0
825,fed bokkie too many birthday treats sicko,0.0
826,kinda bummed an agency just told me that did not have the look that they were going for ladies please help me create the look,0.0
827,work laptop is officially dead not happy at all,0.0
828,my goodness it freezing down here,0.0
829,why do you put up with him you should listen to your mom,0.0
830,is stucked in paris and can not even travel into france for work,0.0
831,do not think there one close by last time checked the closest one was miles away,0.0
832,aaaaand back to my literature review at least have friendly cup of coffee to keep me company,0.0
833,am worried that will not get my even though paid buttload of tax last year,0.0
834,okay so still no school,0.0
835,is phoneless now off too sleep,0.0
836,reeked of alcohol at the dentist this morning was drunk when put on my tshirt realised it had huge stain dentist looked disgusted,0.0
837,it is really cold,0.0
838,cant sleep she wants to dream,0.0
839,can not sleep hate these nights when try to go to bed early and stay awake for hours poo,0.0
840,yeah too bad people like certain burrito eating man exist,0.0
841,that sad,0.0
842,just found out that my mum and my adopted auntie are on twitter check them out my mum is tessm and my awesome as auntie is tania,0.0
843,cannot sleep wide awake and gotta go to work later too boy am going to have crappy day,0.0
844,struggling with eam law,0.0
845,why can not sleep like her,0.0
846,bouts to start poor linny could not keep her eyes open she tired and has to work tomorrow morning night,0.0
847,my year old year old is driving me around the twist do not want to be like this,0.0
848,well that sucked,0.0
849,have to be out of my place in days any help can get packing painting cleaning is much appreciated oh and rip my wall,0.0
850,opening partially frozen beer beer on the toaster under the oven and all over the counter the kitchen smells like we run speakeasy,0.0
851,no dont even know how to ride it,0.0
852,sadly yes think need counciling now,0.0
853,making myself ready for school do not feel like going but have two tests,0.0
854,smugness gone my train also failed to turn up so heading for victoria followed by an unpleasant tube ride to the city,0.0
855,anybody know where my ipod went,0.0
856,aww this earthquake in italy has made me sad just saw the pics on the news it terrible,0.0
857,never been able to afford to get them out much rather go through the extraction than continue with what deal with now,0.0
858,why do other pet care people try to run others out of business or send suspicious mails fishing for info,0.0
859,codez they ve been mia tho,0.0
860,doesnt work on my cell go to sleep,0.0
861,it going to be nice again tomorrow and then the rain comes back no nice weather for my birthday,0.0
862,rock band is hard on expert,0.0
863,roomie was home all day all he had to do was scratch at the door comforter has to goto large laundromat machines,0.0
864,one of the hardest thing with this schedule no one can chat with at the end of my day usually,0.0
865,they killed off character on one of my favorite shows and now upset,0.0
866,jealous of my friends who got to see the new star trek film in austin tonight,0.0
867,listening to got really bad headache and drivin lesson in ten mins lucky me just wana sleeep,0.0
868,shut up you am hungry and in britain home of the most boring suckassy breakfast in the world miss dennys,0.0
869,good morning everybody pkoi fais pas beau bon coffee time,0.0
870,work again,0.0
871,essay time,0.0
872,hey did talk to mom they home yet hope they ok wish was coming home easter,0.0
873,sure wish could go with you guys tmrw but as per usual school interferes,0.0
874,say what kal penn leaving house noooooo totally missed it tonight,0.0
875,no lost loyal,0.0
876,played another hand very bad and lost half my stack,0.0
877,it pm early days in looooooong night at work,0.0
878,it sad it the last season wanna see when spencer calls lauren,0.0
879,so im done editing the phipstape back crack brew and see what we got no trees though,0.0
880,do not know what half of that means,0.0
881,homework homework homework,0.0
882,worked his heart out today doubling my weight at each station result stiff and pulled muscles ouch,0.0
883,now feel bad for unfollowing,0.0
884,so tired god hate the new job and only two days in,0.0
885,sad about kutner being killed off my fav show house,0.0
886,happy for coach stringer hof now if can only finish my term paper on her,0.0
887,feel like shit this is not the way want to spend my birthday eve,0.0
888,so far have on all my sites put together most of them were me checking out the updates made,0.0
889,has lot on her mind needs to make some moneys and ideas nowhere is hiring,0.0
890,miss you,0.0
891,so sorry to hear about your dog,0.0
892,too much internet how it plagues me,0.0
893,miss my ex soo much,0.0
894,sodding,0.0
895,oh thought the pirate bay trial verdict was today apparently it in days,0.0
896,call me back,0.0
897,is in study hall now and will log off immediately,0.0
898,it so tired that im crying for no reason at all im about to try to get an hour and half in for tonight half what got last night,0.0
899,totally have like four girl options and none of them seem viable,0.0
900,so far have veiws on all my sites put together most of them were me checking out the updates made,0.0
901,listening to bjork all is full of love crying,0.0
902,omg the hills then love money aww think becky buckwild goes,0.0
903,is craving for some tantan nabe,0.0
904,mon sean man,0.0
905,watching league of their own makes me miss mint chocolate ice cream cones and my grand ma fuck,0.0
906,lost my phone some where maybe in the grass its just so long hope it does not rain,0.0
907,hope you are not referring to me say hello to your new stalker lol,0.0
908,why were sleeping ur gonna be up all night now how was ur bike ride,0.0
909,but but but wanna listen to the masters too,0.0
910,ve been looking about for good stuff to write but also been doing loads of uni work,0.0
911,feel unloved dropped tweeters,0.0
912,off to london for the day on thursday it gonna be raining oh fab will not see much on the london eye still robbie will not care bless him,0.0
913,completely wiped and reloaded the lost all bbm contacts going to bed sad,0.0
914,sayyyy whaaaa was not invited,0.0
915,did not sleep too bad considering have workshop starting today beginnings of sore throat though,0.0
916,oh my gosh that made me emotional haha idk why dont want to get old,0.0
917,we re going to post some stories manually due to twitterfeed problem that why we ve been so quiet lately,0.0
918,do not like lukewarm showers,0.0
919,who should contact if need for freelance work did on linux com throughout never got one,0.0
920,connor it me febi are you really really mad at me,0.0
921,need some help want to buy macbook pro but still inlove with my old powerbook,0.0
922,man america is so borez anyway lol just realized you sent me msgs on here had no idea have no flash,0.0
923,knight lovely ladies sleepy now,0.0
924,does anybody know how to get your electrolytes back in order with vitamin work feel sick,0.0
925,yes someone has not been reading my posts properly,0.0
926,almost through with my italian homework weeeeee now if only understood what was doing,0.0
927,who turned the lights on it will be time to get ip then,0.0
928,twitter hates us both then,0.0
929,hate the fact that genuinely excited about my last tweet,0.0
930,can not sleep either,0.0
931,between that and the italy earthquake it been very sad news day,0.0
932,all rain today garden really needs it so not quite so bad,0.0
933,yawn yawn yawn more minutes in bed,0.0
934,ouch sounds very sucky,0.0
935,great idea with the itunes promo codes they do not work in the uk itunes store though,0.0
936,cry,0.0
937,an empty rum barrel is sad rum barrel shakes head the horror the horror,0.0
938,it was sleepless night,0.0
939,she admitted to being fake,0.0
940,love chutney,0.0
941,got highly bored today scanning pages for daddy had to do it,0.0
942,you cooked risotto without me,0.0
943,keeeerrrrriiiiii really have nothing better to do then post on this thing at am wonderfullll says alot,0.0
944,yay for baseball season boo to yankees losing their first game,0.0
945,lost sucks because have to work today,0.0
946,omg exams killed me how could not know the difference between haif circle and hemisphere,0.0
947,in bed suddenly feel wish ma was here me goodnight twitterfam,0.0
948,do not like goodnights,0.0
949,greaaat my lappy will not turn on wtffffff,0.0
950,you stuck in traffic then my journey was traffic free this morning if it any help,0.0
951,lookin like an all nighter hate it when do this to myself,0.0
952,you re stranger,0.0
953,debbugging old vb code the day could have started better,0.0
954,only quarter of percent babe darn,0.0
955,coming down with cold or bad allergies either way miserable,0.0
956,can not believe cutner is dead on house sad day in santa rosa ca,0.0
957,damnit was really digging this season of reaper,0.0
958,gah comcast doubled our cable internet bill out telling us so we are quitting can anyone suggest an affordable company in bay area,0.0
959,another early morn with the duchess although she had not managed to cross her legs this time,0.0
960,you left without saying hi,0.0
961,want but can not sleep,0.0
962,when an xbox shows those three red lights it means it dead and needs to be fixed for month at microsoft hq,0.0
963,king sized bed is nice but sad and lonely with no hubby puppy or kitty am over this whole conferenceing thing,0.0
964,im boredd gah wish could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee bahaha,0.0
965,if may butt in again done being nosey sorry your conversation was just so interesting,0.0
966,you fell off my list did offend you,0.0
967,weeks till sisters home missed her call again its the worst feeling in the world,0.0
968,gonna try to get some sleep in this hotel room,0.0
969,brilliant idea just bring as much as you think you ll spend ll swap you bring brolly,0.0
970,get me an autograph and shout out you have to record it though my computer is dead so can not listen,0.0
971,rt khloe just got fired from the apprentice,0.0
972,in biology class my lip hurts,0.0
973,sorry for the next tweet,0.0
974,grr not down to go to school today,0.0
975,had to get an hd tivo and just got it set up tonight in order to get channels,0.0
976,asked everyone how they were doing yesterday and not single tweet back,0.0
977,ruddy money like it still waiting here oh what surprise by state too hmmm seriously,0.0
978,am so sad kutner was my favorite of the new team,0.0
979,wow did not get an hello suck,0.0
980,bedtime school tomorrow and still have no books being broke suckssss,0.0
981,seating here helping my baby with his papers well he is forcing me too seat with him im sleepy,0.0
982,synching my contacts from my old mobile to iphone import does not work well,0.0
983,can not concentrate,0.0
984,ve just spent hour to enter all the bureaucratic nonsense for march what waste of my time,0.0
985,nw more confused then ever,0.0
986,not feeling well again stupid migraine making my tummy upset and my whole body aches shoot me now,0.0
987,reading buyology before bedtime great premise but only turning out to be an ok book lots of info already knew,0.0
988,home really wana sleep but due to wasting my free line in town have an assignment to finish,0.0
989,also send some updates in plurk but upload photos on twitter you didnt see any of my updates on plurk zero,0.0
990,omg the reader is making me,0.0
991,oh at least you re getting decent exchange rate at the moment sterling is still getting flogged,0.0
992,tried to download tweetdeck but it wont download,0.0
993,there an inch of snow on the ground and counting worried about the poor flowers,0.0
994,why are not you happy camper,0.0
995,thanks man so very grateful feel unworthy of such attention though because in this because of myself,0.0
996,miss too totally comin back tho lastnight was sooooooo much fun,0.0
997,ohhh love it ps sad we did not get to hang out,0.0
998,and somehow still end up in this place,0.0
999,oh that is very sad poor boy,0.0
1000,um that would be hell no to the fugly poker dog pants on the cruise hi jonathan sorry missed you,0.0
1001,doing my homework it gosh darn hard,0.0
1002,definitely no vacation for me,0.0
1003,study group extraordinare about to leave campus some of torts outline finished good thing but sleepy as will be back am,0.0
1004,why can not airfare go down or why do have to live in texas do not know if ll be able to make it to iowa,0.0
1005,found it pretty frustrating stupid monkeys,0.0
1006,but im not feeling well mommy,0.0
1007,nope right along wit you,0.0
1008,so murder gotcha cant believe it,0.0
1009,sitting at my house and sooo not looking forward to my one class tomorrow,0.0
1010,ordered some maternity clothes online which came today got something strange did not order not in my size and stuff is missing,0.0
1011,,0.0
1012,wish could gotta work though,0.0
1013,what happened to you on saturday you didnt show up,0.0
1014,,0.0
1015,can not fall asleep,0.0
1016,have mouth ulcer so painful to talk and eat,0.0
1017,urgh it was just the video and they cut the robots part,0.0
1018,my dog can not move anymore praying that he will be okay,0.0
1019,you were pretty much my fave not much reason to watch now,0.0
1020,but tht annoying definitely not bitchy enough he def broke like everything in me he prolly does not even kno oct,0.0
1021,hahaha dont be like that one time in ny when you got mins of sleep then got sick love you,0.0
1022,can not have so much to learn about wwi by tomorrow at noon,0.0
1023,new post,0.0
1024,am sad about innocent selling out too,0.0
1025,dang will not be able to get to any workshops run by web directions,0.0
1026,goodness me how did you find me it good to hear from you ben still have your video game and book apologize,0.0
1027,jap girls they re leaving,0.0
1028,my poor little girl has baaaad rash on her bum and isnt feeling good,0.0
1029,yes we had the vhs cried when the old man died,0.0
1030,argh got up early for girls aloud on freshly squeezed and it was just the video,0.0
1031,travian total cost of the atk for the aggressor resources all said and done guessing he not going to let that slide,0.0
1032,waiting for kelly call,0.0
1033,mhm not having good day blah blah blah,0.0
1034,got the can has chezburger book from the lobo and you are not here to look at it wif me,0.0
1035,trying to work on my last assignment of the year but just can not get that spark all want to do is lay in the grass and read,0.0
1036,ugh of course not just thursday and friday sat have both kids,0.0
1037,oh my gosh still emotionally dying at the fact that kutner gone arggg kal ily,0.0
1038,think found my face unfortunately you did not find yours yet,0.0
1039,seeing that shouldnt have made my stomach flip like it did,0.0
1040,headache pleeeease go away,0.0
1041,yeah do have an application that runs every few minutes to do that but its the add ons they conflict all the time,0.0
1042,pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent msu,0.0
1043,hate tuesdays,0.0
1044,it her hair can not deal with,0.0
1045,feel like stuck in rut waiting to hear back from schools is killing me also decided to take break from wow for awhile,0.0
1046,need new glasses mines is hangnon arm,0.0
1047,meat week day tummy hurts every night,0.0
1048,why is not there fake verruca on twitter now sad,0.0
1049,on the phone with the bestie than shower confused do not know what to do,0.0
1050,aww poor froofroo this is way too late for you,0.0
1051,miss my fam,0.0
1052,she sed puerto rican,0.0
1053,your not thinking of selling are you,0.0
1054,yeah always slow down at the end also take that win,0.0
1055,wanna go but am only,0.0
1056,how mss the snippet hun wts it of may ask wanna hear,0.0
1057,know big love true blood and united states of tara have too long of waits between seasons,0.0
1058,wanna go to lamb of god,0.0
1059,is sad she has lost her hn arm band it just disappeared,0.0
1060,set my alarm to wake up wanted to speak to my sis in africa on skype miss her sooo much,0.0
1061,awh damn my puppy has ticks,0.0
1062,ouse made me sad oh kutner,0.0
1063,why not,0.0
1064,why do keep looking know that what read is gonna hurt but still look guess it just girl thing need to get over him,0.0
1065,needs hugs snuggles,0.0
1066,saw the one with gsd covered in them and could not stop crying just bawled and bawled,0.0
1067,rachel and jessy making me work out thanks you guy,0.0
1068,wishing had more time,0.0
1069,the only bit that got me really was when he said babs was bad mum sure that hurts her even though she laughing,0.0
1070,am not wanting to go to school tomorrow,0.0
1071,used the term fail whale to client on pitch last night from their incomprehension corp twitter is being done much lower in the org,0.0
1072,you hate billy now,0.0
1073,on day work week fast forward to thursday please,0.0
1074,omg love that show would be so mad feel ur pain im sorry they spoiled it for,0.0
